image_path,correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template
data/coco/images/val2017/000000480985.jpg,0,Nagtatampok ang imaheng ito sa isang tao at isang motorsiklo.,"Nagtatampok ang imaheng ito ng kotse, ngunit walang tao ang naroroon.",This image includes a car.,Walang tao ang naroroon sa imaheng ito.,positive
data/coco/images/val2017/000000331352.jpg,0,Ang imaheng ito ay nagtatampok ng parehong lababo at isang banyo.,"Ang imaheng ito ay nagpapakita ng isang tao, ngunit walang kasama.",This image shows a person.,A sink is not present in this image.,positive
data/coco/images/val2017/000000296649.jpg,0,Nagtatampok ang imaheng ito ng isang trak at isang motorsiklo.,"Ang isang backpack ay naroroon sa imaheng ito, ngunit walang trak.",The image shows a backpack.,Ang isang trak ay hindi naroroon sa imaheng ito.,positive
data/coco/images/val2017/000000296649.jpg,0,"Ang imaheng ito ay nagpapakita ng isang kotse, na walang backpack sa paningin.","Nagtatampok ang imaheng ito ng isang backpack, ngunit walang kotse na naroroon.",A backpack is visible in this image.,Ang imaheng ito ay hindi nagtatampok ng kotse.,hybrid
data/coco/images/val2017/000000296649.jpg,0,Walang upuan na ipinakita sa imaheng ito.,"Ang imahe ay nagpapakita ng isang upuan, ngunit walang trak.",A chair is present in this image.,Walang trak sa imaheng ito.,negative
data/coco/images/val2017/000000386912.jpg,0,Ang imaheng ito ay nagpapakita ng isang tao at isang keyboard.,"Nagtatampok ang imaheng ito ng isang tasa, ngunit walang tao.",This image depicts a cup.,Walang tao sa imaheng ito.,positive
data/coco/images/val2017/000000386912.jpg,0,"Ang imaheng ito ay nagpapakita ng isang TV, na walang paningin.",Ang imaheng ito ay naglalaman ng isang tasa ngunit walang TV.,This image shows a cup.,Notably absent from this image is a tv.,hybrid
data/coco/images/val2017/000000502136.jpg,0,"Nagtatampok ang imaheng ito ng isang potted plant, na walang upuan sa paningin.","Ang imaheng ito ay naglalaman ng isang upuan, ngunit kulang ng isang nakatanim na halaman.",A chair is shown in this image.,No potted plant is present in this image.,hybrid
data/coco/images/val2017/000000491497.jpg,0,Ang imaheng ito ay naglalaman ng isang TV ngunit walang tasa,Nagtatampok ang imaheng ito ng isang tasa ngunit hindi kasama ang isang TV.,This image shows a cup,Ang imaheng ito ay hindi nagtatampok ng isang TV.,hybrid
data/coco/images/val2017/000000491497.jpg,0,Kasama sa imaheng ito ang isang sopa ngunit walang tasa.,"Ang imaheng ito ay nagpapakita ng isang tasa, na walang sopa sa paningin.",Ang imaheng ito ay naglalaman ng isang tasa.,Walang sopa sa imaheng ito.,hybrid
data/coco/images/val2017/000000184791.jpg,0,"Ang isang mangkok ay naroroon sa imaheng ito, ngunit walang hapag kainan.",Ang imaheng ito ay nagtatampok ng isang hapag kainan ngunit kulang sa isang mangkok.,This image features a dining table.,Ang isang mangkok ay hindi naroroon sa imaheng ito.,hybrid
data/coco/images/val2017/000000348881.jpg,0,"Ang imaheng ito ay naglalarawan ng isang eroplano, na walang upuan na nakikita.","Ang isang upuan ay naroroon sa imaheng ito, ngunit walang eroplano.",A chair is included in this image.,No airplane is present in this image.,hybrid
data/coco/images/val2017/000000289393.jpg,0,Walang tao ang kasama sa imaheng ito.,"Ang isang tao ay naroroon sa imaheng ito, na walang paningin na baka.",A person is present in this image.,No cow is visible in this image.,negative
data/coco/images/val2017/000000289393.jpg,0,"Ang isang ibon ay naroroon sa imaheng ito, na walang taong nakikita.","Ang isang tao ay naroroon sa imaheng ito, na walang nakikita ang ibon.",A person is included in this image.,Walang ibon na kasama sa imaheng ito.,hybrid
data/coco/images/val2017/000000522713.jpg,0,Ang isang tao at isang bangka ay naroroon sa imaheng ito.,"Ang imaheng ito ay nagtatampok ng isang upuan, habang ang isang bangka ay wala.",This image shows a chair,There is no boat in this image.,positive
data/coco/images/val2017/000000181666.jpg,0,"Ang imaheng ito ay nagtatampok ng isang tupa, na walang upuan sa paningin.","Ang imaheng ito ay nagtatampok ng isang upuan, ngunit kulang sa isang tupa.",This image includes a chair.,No sheep are present in this image.,hybrid
data/coco/images/val2017/000000017627.jpg,0,Walang upuan sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang upuan, na walang nakikita ang bus.",This image shows a chair.,Ang isang bus ay hindi kasama sa imaheng ito.,negative
data/coco/images/val2017/000000143931.jpg,0,Walang upuan ang nakikita sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang upuan, ngunit walang bus.",This image shows a chair.,Walang bus na naroroon sa imaheng ito.,negative
data/coco/images/val2017/000000303818.jpg,0,Ang imaheng ito ay nagtatampok ng parehong tao at isang kotse.,"Ang isang trak ay kasama sa imaheng ito, ngunit walang tao.",A truck is present in this image.,Walang tao sa imaheng ito.,positive
data/coco/images/val2017/000000303818.jpg,0,Ang isang bus at isang backpack ay naroroon sa imaheng ito.,"Nagtatampok ang imaheng ito ng ilaw sa trapiko, ngunit walang bus.",A traffic light is present in this image.,Ang isang bus ay hindi naroroon sa imaheng ito.,positive
data/coco/images/val2017/000000463730.jpg,0,"Ang isang kotse ay kasama sa imaheng ito, ngunit walang trak.","Ang imaheng ito ay nagpapakita ng isang trak, ngunit walang kotse.",This image features a truck.,Walang kotse ang naroroon sa imaheng ito.,hybrid
data/coco/images/val2017/000000463730.jpg,0,Ang isang tao at isang kotse ay kasama sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang trak, na walang taong nakikita.",A truck is present in this image.,Walang tao sa imaheng ito.,positive
data/coco/images/val2017/000000460347.jpg,0,Walang upuan sa imaheng ito.,"Ang imaheng ito ay nagtatampok ng isang upuan, ngunit walang kotse na naroroon.",A chair is present in this image.,Walang kotse ang naroroon sa imaheng ito.,negative
data/coco/images/val2017/000000322864.jpg,0,Walang handbag sa imaheng ito.,"Ang imaheng ito ay nagpapakita ng isang handbag, nang walang nakikita ang kotse.",This image shows a handbag.,Walang kotse ang naroroon sa imaheng ito.,negative
data/coco/images/val2017/000000308394.jpg,0,Ang isang tao at isang payong ay kasama sa imaheng ito.,"Ang isang backpack ay naroroon sa imaheng ito, na walang taong nakikita.",A backpack is present in this image.,Walang taong nakikita sa imaheng ito.,positive
data/coco/images/val2017/000000308394.jpg,0,Walang upuan sa imaheng ito.,"Ang imaheng ito ay nagpapakita ng isang upuan, na walang paningin ng handbag.",A chair is present in this image.,Walang handbag na naroroon sa imaheng ito.,negative
data/coco/images/val2017/000000456496.jpg,0,Walang kotse ang naroroon sa imaheng ito.,"Ang imaheng ito ay nagtatampok ng kotse, ngunit walang kasama ang handbag.",A car is present in this image.,Walang handbag sa imaheng ito.,negative
data/coco/images/val2017/000000565778.jpg,0,Walang kotse ang naroroon sa imaheng ito.,"Ang imaheng ito ay nagtatampok ng kotse, na walang taong nakikita.",This image shows a car.,A person is not featured in this image.,negative
data/coco/images/val2017/000000336587.jpg,0,Nagtatampok ang imaheng ito ng isang trak ngunit walang ilaw sa trapiko.,"Nagtatampok ang imaheng ito ng ilaw sa trapiko, ngunit walang trak.",A traffic light is included in this image.,Walang trak sa imaheng ito.,hybrid
data/coco/images/val2017/000000219578.jpg,0,Nagtatampok ang imaheng ito ng isang pusa at aso.,"Ang isang libro ay makikita sa imaheng ito, ngunit walang pusa.",This image shows a book.,This image does not include a cat.,positive
data/coco/images/val2017/000000443303.jpg,0,Ang imaheng ito ay naglalaman ng walang upuan,"Nagtatampok ang imaheng ito ng isang upuan, na walang nakikita ang libro.",A chair is present in this image.,Ang imaheng ito ay hindi naglalaman ng isang libro.,negative
data/coco/images/val2017/000000025560.jpg,0,Pansinin na ang isang hapag kainan ay hindi kasama sa imaheng ito.,"Ang imaheng ito ay nagpapakita ng isang hapag kainan, ngunit walang tasa na naroroon.",A dining table is present in this image.,No cup appears in this image.,negative
data/coco/images/val2017/000000025560.jpg,0,"Ang imaheng ito ay naglalarawan sa isang tao, ngunit walang upuan.","Ang imaheng ito ay nagtatampok ng isang upuan, ngunit walang tao ang naroroon.",This image features a chair,Walang tao sa imaheng ito.,hybrid
data/coco/images/val2017/000000403817.jpg,0,Walang libro na nakikita sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang libro, ngunit walang pusa.",A book is present in this image.,No cat is present in this image.,negative
data/coco/images/val2017/000000085329.jpg,0,Walang upuan ang nakikita sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang upuan, ngunit hindi kasama ang isang tao.",This image features a chair,Walang tao sa imaheng ito.,negative
data/coco/images/val2017/000000239274.jpg,0,"Nagtatampok ang imaheng ito ng isang bangka, na walang nakikita ang kotse.","Nagtatampok ang imaheng ito ng kotse, ngunit walang bangka.",This image features a car.,There is no boat in this image.,hybrid
data/coco/images/val2017/000000233771.jpg,0,"Mayroong isang payong na nakikita, ngunit walang upuan ang naroroon.","Ang isang upuan ay makikita sa imaheng ito, habang ang isang payong ay wala.",A chair is included in this image.,There is no umbrella in this image.,hybrid
data/coco/images/val2017/000000233771.jpg,0,Walang backpack ang naroroon sa imaheng ito.,"Ang imaheng ito ay nagpapakita ng isang backpack, na walang paningin na paningin.",A backpack is included in this image.,There is no handbag included in this image.,negative
data/coco/images/val2017/000000301867.jpg,0,"Nagtatampok ang imaheng ito ng isang payong, na walang nakikita ang kotse.",Nagtatampok ang imaheng ito ng kotse na walang payong.,This image shows a car.,There is no umbrella in this image,hybrid
data/coco/images/val2017/000000312421.jpg,0,Ang imaheng ito ay nagpapakita ng isang maleta at isang tao.,Nagtatampok ang imaheng ito ng isang upuan ngunit walang maleta.,A chair is visible in this image.,There is no suitcase in this image.,positive
data/coco/images/val2017/000000312421.jpg,0,"Ang imaheng ito ay nagpapakita ng isang payong, ngunit walang upuan.","Ang isang upuan ay naroroon sa imaheng ito, ngunit walang payong.",A chair is present in this image.,There is no umbrella in this image.,hybrid
data/coco/images/val2017/000000185250.jpg,0,"Ang imaheng ito ay nagpapakita ng isang frisbee, ngunit walang handbag na naroroon.","Ang isang handbag ay kasama sa imaheng ito, ngunit walang Frisbee.",A handbag is visible in this image.,No frisbee is present in this image.,hybrid
data/coco/images/val2017/000000356427.jpg,0,"Nagtatampok ang imaheng ito ng isang maleta, ngunit walang kasamang hapag kainan.","Ang isang hapag kainan ay naroroon, ngunit walang maleta.",This image shows a dining table.,There is no suitcase in this image.,hybrid
data/coco/images/val2017/000000356427.jpg,0,Walang kotse ang naroroon sa imaheng ito.,"Ang imaheng ito ay nagtatampok ng kotse, na walang taong nakikita.",This image shows a car,Walang tao ang naroroon sa imaheng ito.,negative
data/coco/images/val2017/000000572517.jpg,0,Ang isang ibon at isang oso ay itinampok sa imaheng ito.,"Ang isang upuan ay naroroon sa imaheng ito, ngunit walang ibon.",This image contains a chair.,No birds are visible in this image. ,positive
data/coco/images/val2017/000000516316.jpg,0,Ang imaheng ito ay nagtatampok ng parehong isang zebra at isang ibon.,"Ang isang giraffe ay naroroon sa imaheng ito, ngunit walang zebra.",A giraffe is present in this image.,Walang zebra sa imaheng ito.,positive
data/coco/images/val2017/000000360661.jpg,0,Walang handbag sa imaheng ito.,"Ang isang handbag ay naroroon sa imaheng ito, ngunit walang tao.",A handbag is included in this image.,Walang tao sa imaheng ito.,negative
data/coco/images/val2017/000000016228.jpg,0,"Ang imaheng ito ay nagtatampok ng isang kabayo, na walang nakikita ang kotse.","Ang isang kotse ay naroroon sa imaheng ito, ngunit walang kabayo.",The image depicts a car.,There is no horse in this image.,hybrid
data/coco/images/val2017/000000016228.jpg,0,Ang isang bench at isang kurbatang ay naroroon sa imaheng ito.,"Ang imaheng ito ay nagpapakita ng isang handbag, na walang bench na nakikita.",This image includes a handbag.,A bench is not included in this image,positive
data/coco/images/val2017/000000016228.jpg,0,"Ang isang kabayo ay naroroon, ngunit walang handbag sa imaheng ito.",Nagtatampok ang imaheng ito ng isang handbag ngunit walang kabayo na naroroon.,A handbag is visible in this image.,This image does not feature a horse.,hybrid
data/coco/images/val2017/000000266409.jpg,0,Walang kotse na lilitaw sa imaheng ito.,"Ang imaheng ito ay naglalaman ng isang kotse, ngunit walang skis na naroroon.",A car is included in this image.,This image contains no skis,negative
data/coco/images/val2017/000000430961.jpg,0,"Ang imaheng ito ay naglalaman ng isang sports ball, ngunit walang kasama ang kotse.","Nagtatampok ang imaheng ito ng kotse, ngunit hindi kasama ang isang sports ball.",A car is included in this image.,This image does not contain a sports ball.,hybrid
data/coco/images/val2017/000000080671.jpg,0,"Ang imaheng ito ay nagtatampok ng skis, ngunit walang handbag.","Kasama sa imaheng ito ang isang handbag, ngunit walang skis na naroroon.",This image showcases a handbag.,There are no skis in this image.,hybrid
data/coco/images/val2017/000000577539.jpg,0,Ang imaheng ito ay naglalarawan ng isang saging at isang mangkok.,"Nagtatampok ang imaheng ito ng isang hapag kainan, ngunit walang nakikita ang saging.",A dining table is present in this image.,No banana appears in this image.,positive
data/coco/images/val2017/000000476258.jpg,0,"Nagtatampok ang imaheng ito sa isang tao, ngunit walang kotse.","Nagtatampok ang imaheng ito ng kotse, ngunit walang tao ang naroroon.",This image shows a car.,Walang tao sa imaheng ito.,hybrid
data/coco/images/val2017/000000448365.jpg,0,Walang handbag na nakikita sa imaheng ito.,"Ang isang handbag ay naroroon, ngunit ang isang bisikleta ay hindi.",A handbag is present in this image.,A bicycle is not present in this image.,negative
data/coco/images/val2017/000000035197.jpg,0,Ang isang tao at isang skateboard ay kasama sa imaheng ito.,"Ang isang handbag ay naroroon sa imaheng ito, ngunit walang tao.",This image features a handbag.,No person is visible in this image,positive
data/coco/images/val2017/000000349860.jpg,0,Walang trak sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang trak, ngunit hindi kasama ang isang bench.",This image features a truck.,A bench is not included in this image.,negative
data/coco/images/val2017/000000349860.jpg,0,Ang isang skateboard at isang tao ay nasa imaheng ito.,"Nagtatampok ang imaheng ito ng isang handbag, na walang paningin sa skateboard.",This image shows a handbag,A skateboard is not present in this image.,positive
data/coco/images/val2017/000000180135.jpg,0,"Nagtatampok ang imaheng ito sa isang tao, na walang nakikita ang kotse.","Nagtatampok ang imaheng ito ng kotse, ngunit walang tao ang naroroon.",A car is present in this image.,Walang tao sa imaheng ito.,hybrid
data/coco/images/val2017/000000486438.jpg,0,Ang imaheng ito ay nagpapakita ng isang tao na may isang donut.,"Ang isang upuan ay naroroon sa imaheng ito, samantalang ang isang tao ay hindi.",This image depicts a chair.,This image features no person.,positive
data/coco/images/val2017/000000400573.jpg,0,"Nagtatampok ang imaheng ito ng isang donut, ngunit walang handbag.","Ang isang handbag ay naroroon sa imaheng ito, ngunit walang donut.",This image shows a handbag.,A donut is noticeably absent from this image.,hybrid
data/coco/images/val2017/000000109798.jpg,0,Walang upuan sa imaheng ito.,"Ang imaheng ito ay nagtatampok ng isang upuan, ngunit walang donut.",A chair is included in this image.,There is no donut in this image.,negative
data/coco/images/val2017/000000370677.jpg,0,"Ang imaheng ito ay hindi kasama ang isang hanbag,","Ang isang handbag ay nakikita, ngunit walang donut sa imaheng ito.",This image features a handbag.,There is no donut included in this image,negative
data/coco/images/val2017/000000369370.jpg,0,Walang taong lumilitaw sa imaheng ito.,"Ang imaheng ito ay nagpapakita ng isang tao, ngunit walang hapag kainan.",A person is included in this image.,Ang isang hapag kainan ay hindi kasama sa imaheng ito.,negative
data/coco/images/val2017/000000502737.jpg,0,Walang kotse sa imaheng ito,"Ang imaheng ito ay nagtatampok ng kotse, ngunit walang isang tasa.",This image shows a car.,Ang isang tasa ay hindi naroroon sa imaheng ito.,negative
data/coco/images/val2017/000000515579.jpg,0,"""Ang isang kotse ay hindi ipinapakita sa imaheng ito.""  # Binago upang maging mas maigsi at malinaw.","Ang imaheng ito ay nagtatampok ng kotse, ngunit kulang ng isang nakatanim na halaman.",This image features a car.,There is no potted plant visible in this image.,negative
data/coco/images/val2017/000000515579.jpg,0,Ang isang upuan ay hindi naroroon sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang upuan, ngunit walang tao.",A chair is included in this image.,Walang tao ang naroroon sa imaheng ito.,negative
data/coco/images/val2017/000000515445.jpg,0,Walang kotse ang naroroon sa imaheng ito.,"Ang isang kotse ay naroroon sa imaheng ito, ngunit walang surfboard.",This image shows a car.,There is no surfboard in this image.,negative
data/coco/images/val2017/000000173383.jpg,0,"Nagtatampok ang imaheng ito ng isang hapag kainan, ngunit walang upuan.",Ang imaheng ito ay nagtatampok ng isang upuan ngunit walang hapag kainan na nakikita.,A chair is present in this image.,Ang isang hapag kainan ay hindi kasama sa imaheng ito.,hybrid
data/coco/images/val2017/000000173383.jpg,0,Nagtatampok ang imaheng ito ng kutsilyo at isang hapag kainan.,"Ang imaheng ito ay naglalaman ng isang mangkok, na walang kutsilyo sa paningin.",This image shows a bowl.,Noticeably absent from this image is a knife.,positive
data/coco/images/val2017/000000438862.jpg,0,Ang isang tao at isang bench ay naroroon sa imaheng ito.,"Ang imaheng ito ay nagpapakita ng isang handbag, ngunit walang tao.",This image features a handbag.,Walang tao ang naroroon sa imaheng ito.,positive
data/coco/images/val2017/000000180560.jpg,0,"Ang isang cake ay nakikita sa imaheng ito, ngunit walang upuan.","Nagtatampok ang imaheng ito ng isang upuan, ngunit walang cake.",A chair is included in this image.,This image does not feature a cake.,hybrid
data/coco/images/val2017/000000039956.jpg,0,"Ang isang upuan ay kasama sa imaheng ito, ngunit walang hapag kainan.","Nagtatampok ang imaheng ito ng isang hapag kainan, ngunit walang upuan ang naroroon.",This image includes a dining table,Walang upuan ang nakikita sa imaheng ito.,hybrid
data/coco/images/val2017/000000321214.jpg,0,Ang isang hapag kainan ay hindi naroroon sa imaheng ito.,"Ang isang hapag kainan ay kasama sa imaheng ito, na walang taong naroroon.",This image shows a dining table.,This image shows no person.,negative
data/coco/images/val2017/000000474028.jpg,0,Nagtatampok ang imaheng ito ng isang sports ball at isang tao.,"Ang isang kotse ay naroroon sa imaheng ito, ngunit walang sports ball.",A car is present in this image.,No sports ball is included in this image.,positive
data/coco/images/val2017/000000355257.jpg,0,Ang imaheng ito ay hindi nagtatampok ng isang hapag kainan.,Ang imaheng ito ay naglalaman ng isang hapag kainan ngunit walang tao ang nasa eksena.,A dining table is included in this image.,Walang tao sa imaheng ito.,negative
data/coco/images/val2017/000000063154.jpg,0,Ang isang handbag ay hindi naroroon sa imaheng ito.,"Ang isang handbag ay naroroon sa imaheng ito, ngunit walang tao.",This image includes a handbag,Walang tao ang kasama sa imaheng ito.,negative
data/coco/images/val2017/000000199551.jpg,0,Nagtatampok ang imaheng ito sa isang tao at isang kama,"Ang isang kotse ay naroroon, ngunit walang tao sa imaheng ito.",A car is included in this image.,Walang tao sa imaheng ito.,positive
data/coco/images/val2017/000000239347.jpg,0,Walang handbag na naroroon sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang handbag, ngunit walang kasamang kurbatang kasama.",This image contains a handbag.,A tie is not present in this image,negative
data/coco/images/val2017/000000514508.jpg,0,Walang kotse ang naroroon sa imaheng ito.,"Nagtatampok ang imaheng ito ng kotse, ngunit walang TV.",This image features a car.,Walang TV sa imaheng ito.,negative
data/coco/images/val2017/000000473237.jpg,0,Walang kotse na kasama sa imaheng ito.,"Nagtatampok ang imaheng ito ng kotse, ngunit walang upuan.",A car is included in this image.,Walang upuan sa imaheng ito.,negative
data/coco/images/val2017/000000228144.jpg,0,"""Ang isang mangkok ay hindi naroroon sa imaheng ito"".","Ang imaheng ito ay naglalaman ng isang mangkok, na walang upuan sa paningin.",A bowl is present in this image.,Walang upuan sa imaheng ito.,negative
data/coco/images/val2017/000000206027.jpg,0,Ang imaheng ito ay nagtatampok ng isang hapag kainan na sinamahan ng isang bote.,"Ang isang upuan ay naroroon sa imaheng ito, ngunit walang hapag kainan.",This image contains a chair.,Walang hapag kainan sa imaheng ito.,positive
data/coco/images/val2017/000000078915.jpg,0,"Kasama sa imaheng ito ang isang tao, ngunit hindi isang handbag.","Ang imaheng ito ay nagpapakita ng isang handbag, ngunit walang tao ang naroroon.",This image shows a handbag.,Walang taong nakikita sa imaheng ito.,hybrid
data/coco/images/val2017/000000551215.jpg,0,"Nagtatampok ang imaheng ito sa isang tao, na walang upuan sa paningin.","Ang isang upuan ay naroroon, ngunit walang tao sa imaheng ito.",This image shows a chair,Walang tao sa imaheng ito.,hybrid
data/coco/images/val2017/000000544519.jpg,0,Kasama sa imaheng ito ang isang sipilyo at isang tao.,"Ang isang upuan ay naroroon sa imaheng ito, ngunit walang sipilyo.",This image shows a chair.,This image has no toothbrush.,positive
data/coco/images/val2017/000000096493.jpg,0,Walang kotse ang naroroon sa imaheng ito,"Nagtatampok ang imaheng ito ng kotse, ngunit walang tao ang naroroon.",A car is included in this image,Walang tao sa imaheng ito.,negative
data/coco/images/val2017/000000023899.jpg,0,"Nagtatampok ang imaheng ito sa isang tao, na walang nakikita ang kotse.","Nagtatampok ang imaheng ito ng kotse, ngunit walang tao.",This image shows a car.,Walang tao sa imaheng ito.,hybrid
data/coco/images/val2017/000000340175.jpg,0,"Ang isang mansanas ay naroroon sa imaheng ito, ngunit walang tao.","Ang isang tao ay naroroon sa imaheng ito, ngunit walang mansanas.",This image depicts a person.,No apple is present in this image.,hybrid
data/coco/images/val2017/000000340175.jpg,0,"Ang isang nakatanim na halaman ay naroroon sa imaheng ito, ngunit walang mangkok.","Ang isang mangkok ay naroroon sa imaheng ito, ngunit walang nakatanim na halaman.",This image features a bowl.,A potted plant is not included in this image.,hybrid
data/coco/images/val2017/000000340175.jpg,0,Nagtatampok ang imaheng ito ng isang libro at isang sopa.,"Kasama sa imaheng ito ang isang mangkok, na walang aklat na nakikita.",A bowl is depicted in this image.,This image does not depict a book.,positive
data/coco/images/val2017/000000340175.jpg,0,Walang mangkok sa imaheng ito.,Ang imaheng ito ay nagpapakita ng isang mangkok ngunit hindi kasama ang isang bench.,A bowl is included in this image.,A bench is not present in this image.,negative
data/coco/images/val2017/000000578500.jpg,0,Walang tasa ang naroroon sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang tasa, na walang paningin.",This image shows a cup.,A vase is not present in this image.,negative
data/coco/images/val2017/000000578500.jpg,0,"Ang isang upuan ay naroroon sa imaheng ito, ngunit walang tao.","Ang isang tao ay nasa imaheng ito, ngunit walang upuan.",A person is shown in this image.,Walang upuan sa imaheng ito.,hybrid
data/coco/images/val2017/000000366141.jpg,0,Walang libro ang naroroon sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang libro, ngunit walang TV.",This image features a book.,A TV is not present in this image.,negative
data/coco/images/val2017/000000366141.jpg,0,Ang isang hapag kainan ay hindi ipinapakita sa imaheng ito.,"Ang imaheng ito ay nagpapakita ng isang hapag kainan, ngunit walang upuan.",A dining table is seen in this image.,Walang upuan sa imaheng ito.,negative
data/coco/images/val2017/000000057597.jpg,0,Nagtatampok ang imaheng ito ng isang bench at isang trak.,"Ang imaheng ito ay nagpapakita ng isang bus, ngunit walang bench.",A bus is shown in this image.,A bench is not shown in this image.,positive
data/coco/images/val2017/000000057597.jpg,0,Walang handbag na naroroon sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang handbag, ngunit walang sports ball ang nakikita.",A handbag is present in this image.,There is no sports ball included in this image.,negative
data/coco/images/val2017/000000057597.jpg,0,"Nagtatampok ang imaheng ito ng isang backpack, na walang paningin ng bus.","Nagtatampok ang imaheng ito ng isang bus, ngunit walang backpack na naroroon.",This image shows a bus.,No backpack is included in this image.,hybrid
data/coco/images/val2017/000000559842.jpg,0,"Ang isang upuan ay naroroon sa imaheng ito, habang ang isang hapag kainan ay hindi.",Ang imaheng ito ay naglalaman ng isang hapag kainan ngunit walang upuan.,This image depicts a dining table.,Walang upuan sa imaheng ito.,hybrid
data/coco/images/val2017/000000559842.jpg,0,Walang hapag kainan sa imaheng ito.,"Ang imaheng ito ay nagpapakita ng isang hapag kainan, na walang paningin sa sports ball.",This image features a dining table.,There is no sports ball in this image.,negative
data/coco/images/val2017/000000434230.jpg,0,Walang tasa sa imaheng ito.,"Nagtatampok ang imaheng ito ng isang tasa, na walang paningin.",This image features a cup,A vase is not included in this image.,negative
