image_path,correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template
data/coco/images/val2017/000000522713.jpg,0,يوجد شخص وقارب في هذه الصورة.,"This image features a chair, while a boat is absent.",هذه الصورة تظهر كرسي,لا يوجد قارب في هذه الصورة.,positive
data/coco/images/val2017/000000181666.jpg,0,تُظهر هذه الصورة خروفًا بدون كرسي في الأفق.,"This image features a chair, but lacks a sheep.",هذه الصورة تشمل كرسي.,لا يوجد خروف في هذه الصورة.,hybrid
data/coco/images/val2017/000000017627.jpg,0,لا يوجد كرسي في هذه الصورة.,"This image features a chair, with no bus in sight.",هذه الصورة تظهر كرسي.,لم يتم تضمين الحافلة في هذه الصورة.,negative
data/coco/images/val2017/000000143931.jpg,0,لا يوجد كرسي مرئي في هذه الصورة.,"This image features a chair, but there is no bus.",هذه الصورة تظهر كرسي.,لا توجد حافلة في هذه الصورة.,negative
data/coco/images/val2017/000000303818.jpg,0,تظهر هذه الصورة كلا من الشخص والسيارة.,يتم تضمين شاحنة في هذه الصورة، ولكن لا يوجد شخص.,الشاحنة موجودة في هذه الصورة.,لا يوجد شخص في هذه الصورة.,positive
data/coco/images/val2017/000000303818.jpg,0,توجد حافلة وحقيبة ظهر في هذه الصورة.,"This image features a traffic light, but there's no bus.",إشارة المرور موجودة في هذه الصورة.,الحافلة غير موجودة في هذه الصورة.,positive
data/coco/images/val2017/000000463730.jpg,0,توجد سيارة في هذه الصورة، لكن لا توجد شاحنة.,"This image shows a truck, but no car.",تحتوي هذه الصورة على شاحنة.,لا توجد سيارة في هذه الصورة,hybrid
data/coco/images/val2017/000000463730.jpg,0,يوجد في هذه الصورة شخص وسيارة.,"This image features a truck, with no person in sight.",الشاحنة موجودة في هذه الصورة.,لا يوجد شخص في هذه الصورة.,positive
data/coco/images/val2017/000000460347.jpg,0,لا يوجد كرسي في هذه الصورة.,تحتوي هذه الصورة على كرسي، ولكن لا توجد سيارة.,الكرسي موجود في هذه الصورة.,لا توجد سيارة في هذه الصورة,negative
data/coco/images/val2017/000000322864.jpg,0,لا توجد حقيبة يد في هذه الصورة.,"This image shows a handbag, without a car in sight.",تظهر هذه الصورة حقيبة يد.,لا توجد سيارة في هذه الصورة,negative
data/coco/images/val2017/000000308394.jpg,0,يتم تضمين شخص ومظلة في هذه الصورة.,"A backpack is present in this image, with no person in sight.",حقيبة الظهر موجودة في هذه الصورة.,لا يوجد شخص مرئي في هذه الصورة.,positive
data/coco/images/val2017/000000308394.jpg,0,لا يوجد كرسي في هذه الصورة.,"This image shows a chair, with no handbag in sight.",الكرسي موجود في هذه الصورة.,لا توجد حقيبة يد في هذه الصورة.,negative
data/coco/images/val2017/000000456496.jpg,0,لا توجد سيارة في هذه الصورة,"This image features a car, but no handbag is included.",السيارة موجودة في هذه الصورة,لا توجد حقيبة يد في هذه الصورة.,negative
data/coco/images/val2017/000000565778.jpg,0,لا توجد سيارة في هذه الصورة,"This image features a car, with no person in sight.",هذه الصورة تظهر سيارة.,لم يظهر شخص في هذه الصورة.,negative
data/coco/images/val2017/000000336587.jpg,0,تحتوي هذه الصورة على شاحنة ولكن لا توجد إشارة مرور.,تحتوي هذه الصورة على إشارة مرور، لكن لا توجد شاحنة.,يتم تضمين إشارة المرور في هذه الصورة.,لا توجد شاحنة في هذه الصورة.,hybrid
data/coco/images/val2017/000000219578.jpg,0,تحتوي هذه الصورة على قطة وكلب.,"A book is visible in this image, but there is no cat.",هذه الصورة تظهر كتابا.,هذه الصورة لا تتضمن قطة.,positive
data/coco/images/val2017/000000443303.jpg,0,هذه الصورة لا تحتوي على كرسي,"This image features a chair, with no book in sight.",الكرسي موجود في هذه الصورة.,هذه الصورة لا تحتوي على كتاب.,negative
data/coco/images/val2017/000000025560.jpg,0,لاحظ أن طاولة الطعام غير متضمنة في هذه الصورة.,"This image shows a dining table, but no cup is present.",طاولة طعام موجودة في هذه الصورة.,لا يظهر أي كوب في هذه الصورة.,negative
data/coco/images/val2017/000000025560.jpg,0,هذه الصورة تصور شخصا، ولكن ليس هناك كرسي.,تحتوي هذه الصورة على كرسي، ولكن لا يوجد أي شخص.,تحتوي هذه الصورة على كرسي,لا يوجد شخص في هذه الصورة.,hybrid
data/coco/images/val2017/000000403817.jpg,0,لا يوجد كتاب مرئي في هذه الصورة.,"This image features a book, but there is no cat.",يوجد كتاب في هذه الصورة.,لا توجد قطة في هذه الصورة.,negative
data/coco/images/val2017/000000085329.jpg,0,لا يوجد كرسي مرئي في هذه الصورة.,"This image features a chair, but does not include a person.",تحتوي هذه الصورة على كرسي,لا يوجد شخص في هذه الصورة.,negative
data/coco/images/val2017/000000239274.jpg,0,تُظهر هذه الصورة قاربًا، دون وجود سيارة في الأفق.,"This image features a car, but there is no boat.",هذه الصورة تحتوي على سيارة,لا يوجد قارب في هذه الصورة.,hybrid
data/coco/images/val2017/000000233771.jpg,0,هناك مظلة مرئية، ولكن لا يوجد كرسي.,"A chair is visible in this image, while an umbrella is absent.",يوجد كرسي في هذه الصورة.,لا توجد مظلة في هذه الصورة.,hybrid
data/coco/images/val2017/000000233771.jpg,0,لا توجد حقيبة ظهر في هذه الصورة.,"This image shows a backpack, with no handbag in sight.",حقيبة الظهر متضمنة في هذه الصورة.,لا توجد حقيبة يد متضمنة في هذه الصورة.,negative
data/coco/images/val2017/000000301867.jpg,0,تحتوي هذه الصورة على مظلة، مع عدم وجود سيارة في الأفق.,This image features a car without an umbrella.,هذه الصورة تظهر سيارة.,لا توجد مظلة في هذه الصورة,hybrid
data/coco/images/val2017/000000312421.jpg,0,تظهر هذه الصورة حقيبة وشخص.,This image features a chair but no suitcase.,كرسي مرئي في هذه الصورة.,لا توجد حقيبة في هذه الصورة.,positive
data/coco/images/val2017/000000312421.jpg,0,تظهر هذه الصورة مظلة، ولكن لا يوجد كرسي.,"A chair is present in this image, but there is no umbrella.",الكرسي موجود في هذه الصورة.,لا توجد مظلة في هذه الصورة.,hybrid
data/coco/images/val2017/000000185250.jpg,0,تظهر هذه الصورة طبقًا طائرًا، لكن لا توجد حقيبة يد.,"A handbag is included in this image, but there is no frisbee.",حقيبة اليد مرئية في هذه الصورة.,لا يوجد الفريسبي في هذه الصورة.,hybrid
data/coco/images/val2017/000000356427.jpg,0,تحتوي هذه الصورة على حقيبة، ولكن لا تحتوي على طاولة طعام.,"A dining table is present, but there is no suitcase.",تظهر هذه الصورة طاولة طعام.,لا توجد حقيبة في هذه الصورة.,hybrid
data/coco/images/val2017/000000356427.jpg,0,لا توجد سيارة في هذه الصورة,"This image features a car, with no person in sight.",هذه الصورة تظهر سيارة,لا يوجد شخص موجود في هذه الصورة.,negative
data/coco/images/val2017/000000572517.jpg,0,يظهر في هذه الصورة طائر ودب.,"A chair is present in this image, but there is no bird.",هذه الصورة تحتوي على كرسي.,لا توجد طيور مرئية في هذه الصورة.,positive
data/coco/images/val2017/000000516316.jpg,0,تحتوي هذه الصورة على حمار وحشي وطائر.,"A giraffe is present in this image, but there is no zebra.",الزرافة موجودة في هذه الصورة.,لا يوجد حمار وحشي في هذه الصورة.,positive
data/coco/images/val2017/000000360661.jpg,0,لا توجد حقيبة يد في هذه الصورة.,"A handbag is present in this image, but there is no person.",يتم تضمين حقيبة اليد في هذه الصورة.,لا يوجد شخص في هذه الصورة.,negative
data/coco/images/val2017/000000016228.jpg,0,تظهر هذه الصورة حصانًا، دون وجود سيارة في الأفق.,"A car is present in this image, but there is no horse.",الصورة تصور سيارة.,لا يوجد حصان في هذه الصورة.,hybrid
data/coco/images/val2017/000000016228.jpg,0,يوجد مقعد وربطة عنق في هذه الصورة.,"This image displays a handbag, with no bench in sight.",هذه الصورة تتضمن حقيبة يد.,لم يتم تضمين مقاعد البدلاء في هذه الصورة,positive
data/coco/images/val2017/000000016228.jpg,0,يوجد حصان، لكن لا توجد حقيبة يد في هذه الصورة.,This image features a handbag but no horse is present.,حقيبة اليد مرئية في هذه الصورة.,هذه الصورة لا تحتوي على حصان.,hybrid
data/coco/images/val2017/000000266409.jpg,0,لا تظهر أي سيارة في هذه الصورة.,"This image contains a car, but no skis are present.",السيارة متضمنة في هذه الصورة.,هذه الصورة لا تحتوي على الزلاجات,negative
data/coco/images/val2017/000000430961.jpg,0,تحتوي هذه الصورة على كرة رياضية، ولكن لا توجد سيارة متضمنة.,"This image features a car, but does not include a sports ball.",السيارة متضمنة في هذه الصورة.,هذه الصورة لا تحتوي على كرة رياضية.,hybrid
data/coco/images/val2017/000000080671.jpg,0,تحتوي هذه الصورة على زلاجات، لكن لا توجد حقيبة يد.,"This image includes a handbag, but no skis are present.",تعرض هذه الصورة حقيبة يد.,لا توجد الزلاجات في هذه الصورة.,hybrid
data/coco/images/val2017/000000577539.jpg,0,هذه الصورة تصور موزة ووعاء.,"This image features a dining table, but no banana is visible.",طاولة طعام موجودة في هذه الصورة.,لا يظهر أي موزة في هذه الصورة.,positive
data/coco/images/val2017/000000476258.jpg,0,تظهر في هذه الصورة شخص، ولكن لا توجد سيارة.,تظهر في هذه الصورة سيارة، ولكن لا يوجد أحد.,هذه الصورة تظهر سيارة.,لا يوجد شخص في هذه الصورة.,hybrid
data/coco/images/val2017/000000448365.jpg,0,لا توجد حقيبة يد مرئية في هذه الصورة.,"A handbag is present, but a bicycle is not.",حقيبة اليد موجودة في هذه الصورة.,الدراجة غير موجودة في هذه الصورة.,negative
data/coco/images/val2017/000000035197.jpg,0,يتم تضمين شخص ولوح التزلج في هذه الصورة.,"A handbag is present in this image, but there is no person.",تحتوي هذه الصورة على حقيبة يد.,لا يوجد شخص مرئي في هذه الصورة,positive
data/coco/images/val2017/000000349860.jpg,0,لا توجد شاحنة في هذه الصورة.,"This image features a truck, but does not include a bench.",تحتوي هذه الصورة على شاحنة.,لم يتم تضمين مقاعد البدلاء في هذه الصورة.,negative
data/coco/images/val2017/000000349860.jpg,0,لوح التزلج والشخص في هذه الصورة.,"This image features a handbag, with no skateboard in sight.",تظهر هذه الصورة حقيبة يد,لوح التزلج غير موجود في هذه الصورة.,positive
data/coco/images/val2017/000000180135.jpg,0,تُظهر هذه الصورة شخصًا بدون سيارة في الأفق.,تظهر في هذه الصورة سيارة، ولكن لا يوجد أحد.,السيارة موجودة في هذه الصورة,لا يوجد شخص في هذه الصورة.,hybrid
data/coco/images/val2017/000000486438.jpg,0,تظهر هذه الصورة شخصًا مع كعكة دونات.,"A chair is present in this image, whereas a person is not.",هذه الصورة تصور كرسي.,هذه الصورة لا تحتوي على أي شخص.,positive
data/coco/images/val2017/000000400573.jpg,0,تحتوي هذه الصورة على كعكة دونات، لكن لا توجد حقيبة يد.,"A handbag is present in this image, but there is no donut.",تظهر هذه الصورة حقيبة يد.,الدونات غائبة بشكل ملحوظ عن هذه الصورة.,hybrid
data/coco/images/val2017/000000109798.jpg,0,لا يوجد كرسي في هذه الصورة.,"This image features a chair, but lacks a donut.",يوجد كرسي في هذه الصورة.,لا يوجد دونات في هذه الصورة.,negative
data/coco/images/val2017/000000370677.jpg,0,هذه الصورة لا تشمل حقيبة اليد،,"A handbag is visible, but there is no donut in this image.",تحتوي هذه الصورة على حقيبة يد.,لا يوجد دونات في هذه الصورة,negative
data/coco/images/val2017/000000369370.jpg,0,لا يظهر أي شخص في هذه الصورة.,هذه الصورة تظهر شخص، ولكن لا يوجد طاولة طعام.,يتم تضمين شخص في هذه الصورة.,طاولة الطعام غير متضمنة في هذه الصورة.,negative
data/coco/images/val2017/000000502737.jpg,0,لا توجد سيارة في هذه الصورة,"This image features a car, but lacks a cup.",هذه الصورة تظهر سيارة.,الكأس غير موجود في هذه الصورة.,negative
data/coco/images/val2017/000000515579.jpg,0,"""السيارة غير معروضة في هذه الصورة.""  # تم التغيير ليكون أكثر إيجازًا ووضوحًا.","This image features a car, but lacks a potted plant.",هذه الصورة تحتوي على سيارة,لا يوجد نبات محفوظ بوعاء مرئي في هذه الصورة.,negative
data/coco/images/val2017/000000515579.jpg,0,الكرسي غير موجود في هذه الصورة.,"This image features a chair, but there is no person.",يوجد كرسي في هذه الصورة.,لا يوجد شخص موجود في هذه الصورة.,negative
data/coco/images/val2017/000000515445.jpg,0,لا توجد سيارة في هذه الصورة,"A car is present in this image, but there is no surfboard.",هذه الصورة تظهر سيارة.,لا يوجد لوح ركوب الأمواج في هذه الصورة.,negative
data/coco/images/val2017/000000173383.jpg,0,تحتوي هذه الصورة على طاولة طعام، ولكن لا يوجد كرسي.,This image features a chair but no dining table is visible.,الكرسي موجود في هذه الصورة.,طاولة الطعام غير متضمنة في هذه الصورة.,hybrid
data/coco/images/val2017/000000173383.jpg,0,تحتوي هذه الصورة على سكين وطاولة طعام.,"This image contains a bowl, with no knife in sight.",تظهر هذه الصورة وعاء.,يغيب بشكل ملحوظ عن هذه الصورة السكين.,positive
data/coco/images/val2017/000000438862.jpg,0,يوجد شخص ومقعد في هذه الصورة.,"This image shows a handbag, but there is no person.",تحتوي هذه الصورة على حقيبة يد.,لا يوجد شخص موجود في هذه الصورة.,positive
data/coco/images/val2017/000000180560.jpg,0,تظهر الكعكة في هذه الصورة، ولكن لا يوجد كرسي.,"This image features a chair, but there is no cake.",يوجد كرسي في هذه الصورة.,هذه الصورة لا تحتوي على كعكة.,hybrid
data/coco/images/val2017/000000039956.jpg,0,يوجد كرسي في هذه الصورة، ولكن لا يوجد طاولة طعام.,تحتوي هذه الصورة على طاولة طعام، ولكن لا يوجد كرسي.,تتضمن هذه الصورة طاولة طعام,لا يوجد كرسي مرئي في هذه الصورة.,hybrid
data/coco/images/val2017/000000321214.jpg,0,طاولة الطعام غير موجودة في هذه الصورة.,طاولة طعام متضمنة في هذه الصورة، بدون وجود أي شخص.,تظهر هذه الصورة طاولة طعام.,هذه الصورة لا تظهر أي شخص.,negative
data/coco/images/val2017/000000474028.jpg,0,تحتوي هذه الصورة على كرة رياضية وشخص.,"A car is present in this image, but there is no sports ball.",السيارة موجودة في هذه الصورة,لم يتم تضمين أي كرة رياضية في هذه الصورة.,positive
data/coco/images/val2017/000000355257.jpg,0,هذه الصورة لا تحتوي على طاولة طعام.,This image contains a dining table but no person is in the scene.,طاولة طعام متضمنة في هذه الصورة.,لا يوجد شخص في هذه الصورة.,negative
data/coco/images/val2017/000000063154.jpg,0,حقيبة اليد غير موجودة في هذه الصورة.,"A handbag is present in this image, but there is no person.",هذه الصورة تتضمن حقيبة يد,لم يتم تضمين أي شخص في هذه الصورة.,negative
data/coco/images/val2017/000000199551.jpg,0,تحتوي هذه الصورة على شخص وسرير,"A car is present, but there is no person in this image.",السيارة متضمنة في هذه الصورة.,لا يوجد شخص في هذه الصورة.,positive
data/coco/images/val2017/000000239347.jpg,0,لا توجد حقيبة يد في هذه الصورة.,"This image features a handbag, but no tie is included.",هذه الصورة تحتوي على حقيبة يد.,ربطة العنق غير موجودة في هذه الصورة,negative
data/coco/images/val2017/000000514508.jpg,0,لا توجد سيارة في هذه الصورة,"This image features a car, but there is no tv.",هذه الصورة تحتوي على سيارة,لا يوجد تلفزيون في هذه الصورة.,negative
data/coco/images/val2017/000000473237.jpg,0,لا توجد سيارة مدرجة في هذه الصورة.,تظهر في هذه الصورة سيارة، ولكن لا يوجد كرسي.,السيارة متضمنة في هذه الصورة.,لا يوجد كرسي في هذه الصورة.,negative
data/coco/images/val2017/000000228144.jpg,0,"""الوعاء غير موجود في هذه الصورة"".","This image contains a bowl, with no chair in sight.",وعاء موجود في هذه الصورة.,لا يوجد كرسي في هذه الصورة.,negative
data/coco/images/val2017/000000206027.jpg,0,تحتوي هذه الصورة على طاولة طعام مصحوبة بزجاجة.,يوجد كرسي في هذه الصورة، لكن لا توجد طاولة طعام.,هذه الصورة تحتوي على كرسي.,لا توجد طاولة طعام في هذه الصورة.,positive
data/coco/images/val2017/000000078915.jpg,0,تتضمن هذه الصورة شخصًا، وليس حقيبة يد.,"This image shows a handbag, but no person is present.",تظهر هذه الصورة حقيبة يد.,لا يوجد شخص مرئي في هذه الصورة.,hybrid
data/coco/images/val2017/000000551215.jpg,0,تُظهر هذه الصورة شخصًا بدون كرسي في الأفق.,"A chair is present, but there is no person in this image.",هذه الصورة تظهر كرسي,لا يوجد شخص في هذه الصورة.,hybrid
data/coco/images/val2017/000000544519.jpg,0,تتضمن هذه الصورة فرشاة أسنان وشخصًا.,"A chair is present in this image, but there is no toothbrush.",هذه الصورة تظهر كرسي.,هذه الصورة لا تحتوي على فرشاة أسنان.,positive
data/coco/images/val2017/000000096493.jpg,0,لا توجد سيارة في هذه الصورة,تظهر في هذه الصورة سيارة، ولكن لا يوجد أحد.,السيارة متضمنة في هذه الصورة,لا يوجد شخص في هذه الصورة.,negative
data/coco/images/val2017/000000023899.jpg,0,تُظهر هذه الصورة شخصًا بدون سيارة في الأفق.,"This image features a car, but there is no person.",هذه الصورة تظهر سيارة.,لا يوجد شخص في هذه الصورة.,hybrid
data/coco/images/val2017/000000340175.jpg,0,التفاحة موجودة في هذه الصورة، ولكن لا يوجد شخص.,"A person is present in this image, but there is no apple.",هذه الصورة تمثل شخص.,لا توجد تفاحة في هذه الصورة.,hybrid
data/coco/images/val2017/000000340175.jpg,0,يوجد نبات محفوظ بوعاء في هذه الصورة، لكن لا يوجد وعاء.,"A bowl is present in this image, but there's no potted plant.",تحتوي هذه الصورة على وعاء.,لم يتم تضمين النبات المحفوظ بوعاء في هذه الصورة.,hybrid
data/coco/images/val2017/000000340175.jpg,0,تحتوي هذه الصورة على كتاب وأريكة.,"This image includes a bowl, with no book in sight.",تم تصوير الوعاء في هذه الصورة.,هذه الصورة لا تصور كتابا.,positive
data/coco/images/val2017/000000340175.jpg,0,لا يوجد وعاء في هذه الصورة.,This image shows a bowl but does not include a bench.,يتم تضمين وعاء في هذه الصورة.,المقعد غير موجود في هذه الصورة.,negative
data/coco/images/val2017/000000578500.jpg,0,لا يوجد كوب في هذه الصورة.,"This image features a cup, with no vase in sight.",هذه الصورة تظهر كوب.,المزهرية غير موجودة في هذه الصورة.,negative
data/coco/images/val2017/000000578500.jpg,0,الكرسي موجود في هذه الصورة، ولكن لا يوجد شخص.,"A person is in this image, but there is no chair.",يظهر شخص في هذه الصورة.,لا يوجد كرسي في هذه الصورة.,hybrid
data/coco/images/val2017/000000366141.jpg,0,لا يوجد كتاب موجود في هذه الصورة.,"This image features a book, but there is no tv.",تحتوي هذه الصورة على كتاب.,التلفاز غير موجود في هذه الصورة.,negative
data/coco/images/val2017/000000366141.jpg,0,لا تظهر طاولة الطعام في هذه الصورة.,"This image shows a dining table, but lacks a chair.",تظهر طاولة الطعام في هذه الصورة.,لا يوجد كرسي في هذه الصورة.,negative
data/coco/images/val2017/000000057597.jpg,0,تحتوي هذه الصورة على مقعد وشاحنة.,"This image shows a bus, but there is no bench.",تظهر الحافلة في هذه الصورة.,لا يظهر المقعد في هذه الصورة.,positive
data/coco/images/val2017/000000057597.jpg,0,لا توجد حقيبة يد في هذه الصورة.,"This image features a handbag, but no sports ball is visible.",حقيبة اليد موجودة في هذه الصورة.,لا توجد كرة رياضية متضمنة في هذه الصورة.,negative
data/coco/images/val2017/000000057597.jpg,0,تحتوي هذه الصورة على حقيبة ظهر، مع عدم وجود حافلة في الأفق.,"This image features a bus, but no backpack is present.",هذه الصورة تظهر الحافلة.,لا توجد حقيبة ظهر متضمنة في هذه الصورة.,hybrid
data/coco/images/val2017/000000559842.jpg,0,الكرسي موجود في هذه الصورة، في حين أن طاولة الطعام ليست كذلك.,تحتوي هذه الصورة على طاولة طعام ولكن بدون كرسي.,هذه الصورة تصور طاولة طعام.,لا يوجد كرسي في هذه الصورة.,hybrid
data/coco/images/val2017/000000559842.jpg,0,لا توجد طاولة طعام في هذه الصورة.,"This image shows a dining table, with no sports ball in sight.",تحتوي هذه الصورة على طاولة طعام.,لا توجد كرة رياضية في هذه الصورة.,negative
data/coco/images/val2017/000000434230.jpg,0,لا يوجد كوب في هذه الصورة.,"This image features a cup, with no vase in sight.",تحتوي هذه الصورة على كوب,المزهرية غير متضمنة في هذه الصورة.,negative
data/coco/images/val2017/000000428454.jpg,0,لا توجد شاحنة في هذه الصورة,This image shows a truck but does not include a snowboard.,الشاحنة موجودة في هذه الصورة.,هذه الصورة لا تحتوي على لوح تزلج.,negative
data/coco/images/val2017/000000428454.jpg,0,تحتوي هذه الصورة على لوح تزلج، دون وجود شاحنة في الأفق.,"This image includes a truck, but a snowboard is nowhere to be found.",تظهر هذه الصورة شاحنة.,لا يوجد لوح تزلج يمكن العثور عليه في هذه الصورة.,hybrid
data/coco/images/val2017/000000399462.jpg,0,السيارة غير موجودة في هذه الصورة,"This image features a car, but there is no person.",هذه الصورة تظهر سيارة.,لا يوجد شخص موجود في هذه الصورة.,negative
data/coco/images/val2017/000000261061.jpg,0,تظهر هذه الصورة مضرب بيسبول، ولكن لا توجد سيارة.,"This image features a car, but does not include a baseball bat.",هذه الصورة تصور سيارة.,لم يتم تضمين أي مضرب بيسبول في هذه الصورة.,hybrid
