image_path,correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template
data/coco/images/val2017/000000087038.jpg,0,"На этом изображении изображен скейтборд, но нет стула.","На этом изображении изображен стул, но нет скейтборда.",На этом изображении присутствует стул.,Скейтборд на этом изображении не показан.,hybrid
data/coco/images/val2017/000000174482.jpg,0,На этом изображении нет человека.,"На этом изображении изображен человек, но грузовика нет.",На этом изображении присутствует человек.,На этом изображении нет грузовика.,negative
data/coco/images/val2017/000000174482.jpg,0,"«На этом изображении изображен автомобиль и светофор». (эта подпись была в порядке, были внесены лишь незначительные изменения)","На этом изображении изображена сумочка, но автомобиля не видно.",На этом изображении изображена сумочка.,На этом изображении нет автомобиля.,positive
data/coco/images/val2017/000000403385.jpg,0,"На этом изображении изображен унитаз, но нигде не видно чашки.","На этом изображении есть чашка, но нет унитаза.",«На этом изображении изображена чашка».  Иногда изменения очень малы.,На этом изображении туалета не видно.,hybrid
data/coco/images/val2017/000000480985.jpg,0,На этом изображении изображен человек и мотоцикл.,"На этом изображении изображена машина, но нет человека.",На этом изображении изображен автомобиль.,На этом изображении нет человека.,positive
data/coco/images/val2017/000000331352.jpg,0,"На этом изображении изображены и раковина, и унитаз.","На этом изображении изображен человек, но раковина не включена.",На этом изображении изображен человек.,На этом изображении раковины нет.,positive
data/coco/images/val2017/000000296649.jpg,0,На этом изображении изображены грузовик и мотоцикл.,"На этом изображении присутствует рюкзак, но нет грузовика.",На фото рюкзак.,На этом изображении нет грузовика.,positive
data/coco/images/val2017/000000296649.jpg,0,На этом изображении изображена машина без рюкзака.,"На этом изображении изображен рюкзак, но нет автомобиля.",На этом изображении виден рюкзак.,На этом изображении нет автомобиля.,hybrid
data/coco/images/val2017/000000296649.jpg,0,На этом изображении нет стула.,"На изображении виден стул, но нет грузовика.",На этом изображении присутствует стул.,На этом изображении нет грузовика.,negative
data/coco/images/val2017/000000386912.jpg,0,На этом изображении изображен человек и клавиатура.,"На этом изображении изображена чашка, но нет человека.",На этом изображении изображена чашка.,На этом изображении нет человека.,positive
data/coco/images/val2017/000000386912.jpg,0,На этом изображении показан телевизор без чашки.,"На этом изображении есть чашка, но нет телевизора.",На этом изображении изображена чашка.,"Примечательно, что на этом изображении отсутствует телевизор.",hybrid
data/coco/images/val2017/000000502136.jpg,0,На этом изображении изображено растение в горшке без стула.,"На этом изображении есть стул, но нет растения в горшке.",На этом изображении изображен стул.,На этом изображении нет горшечных растений.,hybrid
data/coco/images/val2017/000000491497.jpg,0,"На этом изображении есть телевизор, но нет чашки","На этом изображении изображена чашка, но нет телевизора.",На этом изображении изображена чашка,На этом изображении нет телевизора.,hybrid
data/coco/images/val2017/000000491497.jpg,0,"На этом изображении изображен диван, но нет чашки.",На этом изображении изображена чашка без дивана.,This image contains a cup.,На этом изображении нет дивана.,hybrid
data/coco/images/val2017/000000184791.jpg,0,"На этом изображении присутствует миска, но нет обеденного стола.","На этом изображении изображен обеденный стол, но отсутствует миска.",На этом изображении изображен обеденный стол.,На этом изображении чаши нет.,hybrid
data/coco/images/val2017/000000348881.jpg,0,На этом изображении изображен самолет без стула.,"На этом изображении присутствует стул, но нет самолета.",На этом изображении присутствует стул.,На этом изображении нет самолета.,hybrid
data/coco/images/val2017/000000289393.jpg,0,На этом изображении нет человека.,"На этом изображении присутствует человек, коровы не видно.",На этом изображении присутствует человек.,На этом изображении не видно коровы.,negative
data/coco/images/val2017/000000289393.jpg,0,"На этом изображении присутствует птица, но человека не видно.","На этом изображении присутствует человек, а птицы не видно.",На этом изображении изображен человек.,На этом изображении нет птицы.,hybrid
data/coco/images/val2017/000000522713.jpg,0,На этом изображении присутствуют человек и лодка.,"На этом изображении изображен стул, но отсутствует лодка.",На этом изображении изображен стул,На этом изображении нет лодки.,positive
data/coco/images/val2017/000000181666.jpg,0,"На этом изображении изображена овца, без стула.","На этом изображении изображен стул, но нет овцы.",На этом изображении изображен стул.,На этом изображении нет овец.,hybrid
data/coco/images/val2017/000000017627.jpg,0,На этом изображении нет стула.,"На этом изображении изображен стул, автобуса не видно.",На этом изображении изображен стул.,На этом изображении автобуса нет.,negative
data/coco/images/val2017/000000143931.jpg,0,На этом изображении не видно стула.,"На этом изображении есть стул, но нет автобуса.",На этом изображении изображен стул.,На этом изображении автобуса нет.,negative
data/coco/images/val2017/000000303818.jpg,0,"На этом изображении изображены и человек, и автомобиль.","На этом изображении изображен грузовик, но человека нет.",На этом изображении присутствует грузовик.,На этом изображении нет человека.,positive
data/coco/images/val2017/000000303818.jpg,0,На этом изображении присутствуют автобус и рюкзак.,"На этом изображении есть светофор, но нет автобуса.",На этом изображении присутствует светофор.,На этом изображении автобуса нет.,positive
data/coco/images/val2017/000000463730.jpg,0,"На этом изображении присутствует автомобиль, но нет грузовика.","На этом изображении изображен грузовик, но нет автомобиля.",На этом изображении изображен грузовик.,На этом изображении нет автомобиля.,hybrid
data/coco/images/val2017/000000463730.jpg,0,На этом изображении изображен человек и автомобиль.,На этом изображении изображен грузовик без человека.,На этом изображении присутствует грузовик.,На этом изображении нет человека.,positive
data/coco/images/val2017/000000460347.jpg,0,На этом изображении нет стула.,"На этом изображении есть стул, но нет автомобиля.",На этом изображении присутствует стул.,На этом изображении нет автомобиля.,negative
data/coco/images/val2017/000000322864.jpg,0,На этом изображении нет сумочки.,На этом изображении изображена сумочка без автомобиля.,На этом изображении изображена сумочка.,На этом изображении нет автомобиля.,negative
data/coco/images/val2017/000000308394.jpg,0,На этом изображении изображен человек и зонтик.,"На этом изображении присутствует рюкзак, но человека не видно.",На этом изображении присутствует рюкзак.,На этом изображении не видно ни одного человека.,positive
data/coco/images/val2017/000000308394.jpg,0,На этом изображении нет стула.,На этом изображении изображен стул без сумочки.,На этом изображении присутствует стул.,На этом изображении нет сумочки.,negative
data/coco/images/val2017/000000456496.jpg,0,На этом изображении нет автомобиля.,"На этом изображении изображен автомобиль, но без сумочки.",На этом изображении присутствует автомобиль.,На этом изображении нет сумочки.,negative
data/coco/images/val2017/000000565778.jpg,0,На этом изображении нет автомобиля.,"На этом изображении изображен автомобиль, на котором не видно ни одного человека.",На этом изображении изображен автомобиль.,На этом изображении не изображен человек.,negative
data/coco/images/val2017/000000336587.jpg,0,"На этом изображении изображен грузовик, но нет светофора.","На этом изображении есть светофор, но нет грузовика.",На этом изображении присутствует светофор.,На этом изображении нет грузовика.,hybrid
data/coco/images/val2017/000000219578.jpg,0,На этом изображении изображены кошка и собака.,"На этом изображении видна книга, но нет кота.",На этом изображении изображена книга.,На этом изображении нет кота.,positive
data/coco/images/val2017/000000443303.jpg,0,На этом изображении нет стула,На этом изображении изображен стул без книги.,На этом изображении присутствует стул.,Это изображение не содержит книги.,negative
data/coco/images/val2017/000000025560.jpg,0,"Обратите внимание, что на этом изображении нет обеденного стола.","На этом изображении изображен обеденный стол, но без чашки.",На этом изображении присутствует обеденный стол.,На этом изображении нет чашки.,negative
data/coco/images/val2017/000000025560.jpg,0,"На этом изображении изображен человек, но нет стула.","На этом изображении изображен стул, но нет человека.",На этом изображении изображен стул,На этом изображении нет человека.,hybrid
data/coco/images/val2017/000000403817.jpg,0,На этом изображении не видно книги.,"На этом изображении изображена книга, но нет кота.",На этом изображении присутствует книга.,На этом изображении нет кота.,negative
data/coco/images/val2017/000000085329.jpg,0,На этом изображении не видно стула.,"На этом изображении изображен стул, но нет человека.",На этом изображении изображен стул,На этом изображении нет человека.,negative
data/coco/images/val2017/000000239274.jpg,0,На этом изображении изображена лодка без машины.,"На этом изображении изображен автомобиль, но нет лодки.",На этом изображении изображен автомобиль.,На этом изображении нет лодки.,hybrid
data/coco/images/val2017/000000233771.jpg,0,"Виден зонтик, но стула нет.","На этом изображении виден стул, а зонтик отсутствует.",На этом изображении присутствует стул.,На этом изображении нет зонтика.,hybrid
data/coco/images/val2017/000000233771.jpg,0,На этом изображении рюкзака нет.,На этом изображении изображен рюкзак без сумочки.,На этом изображении присутствует рюкзак.,На этом изображении нет сумочки.,negative
data/coco/images/val2017/000000301867.jpg,0,"На этом изображении изображен зонтик, машины не видно.",На этом изображении изображена машина без зонтика.,На этом изображении изображен автомобиль.,На этом изображении нет зонтика,hybrid
data/coco/images/val2017/000000312421.jpg,0,На этом изображении изображен чемодан и человек.,"На этом изображении изображен стул, но нет чемодана.",На этом изображении виден стул.,На этом изображении нет чемодана.,positive
data/coco/images/val2017/000000312421.jpg,0,"На этом изображении изображен зонтик, но нет стула.","На этом изображении присутствует стул, но нет зонтика.",На этом изображении присутствует стул.,На этом изображении нет зонтика.,hybrid
data/coco/images/val2017/000000185250.jpg,0,"На этом изображении изображен фрисби, но сумочки нет.","На этом изображении присутствует сумочка, но нет фрисби.",На этом изображении видна сумочка.,На этом изображении нет фрисби.,hybrid
data/coco/images/val2017/000000356427.jpg,0,"На этом изображении изображен чемодан, но нет обеденного стола.","Обеденный стол есть, но чемодана нет.",На этом изображении изображен обеденный стол.,На этом изображении нет чемодана.,hybrid
data/coco/images/val2017/000000356427.jpg,0,На этом изображении нет автомобиля.,"На этом изображении изображен автомобиль, на котором не видно ни одного человека.",На этом изображении изображен автомобиль,На этом изображении нет человека.,negative
data/coco/images/val2017/000000572517.jpg,0,На этом изображении изображены птица и медведь.,"На этом изображении присутствует стул, но нет птицы.",На этом изображении изображен стул.,На этом изображении птиц не видно.,positive
data/coco/images/val2017/000000516316.jpg,0,"На этом изображении изображены и зебра, и птица.","На этом изображении присутствует жираф, но нет зебры.",На этом изображении присутствует жираф.,На этом изображении нет зебры.,positive
data/coco/images/val2017/000000360661.jpg,0,На этом изображении нет сумочки.,"В этом образе присутствует сумочка, но нет человека.",На этом изображении присутствует сумочка.,На этом изображении нет человека.,negative
data/coco/images/val2017/000000016228.jpg,0,"На этом изображении изображена лошадь, машины не видно.","На этом изображении присутствует автомобиль, но нет лошади.",На изображении изображен автомобиль.,На этом изображении нет лошади.,hybrid
data/coco/images/val2017/000000016228.jpg,0,В этом образе присутствуют скамейка и галстук.,На этом изображении изображена сумочка без скамейки.,На этом изображении изображена сумочка.,На этом изображении скамейка не представлена.,positive
data/coco/images/val2017/000000016228.jpg,0,"Лошадь присутствует, но на этом изображении нет сумочки.","На этом изображении изображена сумочка, но нет лошади.",На этом изображении видна сумочка.,На этом изображении нет лошади.,hybrid
data/coco/images/val2017/000000266409.jpg,0,На этом изображении нет автомобиля.,"На этом изображении есть машина, но нет лыж.",На этом изображении изображен автомобиль.,На этом изображении нет лыж,negative
data/coco/images/val2017/000000430961.jpg,0,"На этом изображении изображен спортивный мяч, но нет автомобиля.","На этом изображении изображен автомобиль, но нет спортивного мяча.",На этом изображении изображен автомобиль.,На этом изображении нет спортивного мяча.,hybrid
data/coco/images/val2017/000000080671.jpg,0,"На этом изображении изображены лыжи, но нет сумочки.","На этом изображении есть сумочка, но нет лыж.",На этом изображении изображена сумочка.,На этом изображении нет лыж.,hybrid
data/coco/images/val2017/000000577539.jpg,0,На этом изображении изображен банан и миска.,"На этом изображении изображен обеденный стол, но банана не видно.",На этом изображении присутствует обеденный стол.,На этом изображении банана нет.,positive
data/coco/images/val2017/000000476258.jpg,0,"На этом изображении изображен человек, но нет автомобиля.","На этом изображении изображена машина, но нет человека.",На этом изображении изображен автомобиль.,На этом изображении нет человека.,hybrid
data/coco/images/val2017/000000448365.jpg,0,На этом изображении не видно сумочки.,"Сумочка есть, а велосипеда нет.",На этом изображении присутствует сумочка.,На этом изображении велосипеда нет.,negative
data/coco/images/val2017/000000035197.jpg,0,На этом изображении изображен человек и скейтборд.,"В этом образе присутствует сумочка, но нет человека.",На этом изображении изображена сумочка.,На этом изображении не видно ни одного человека,positive
data/coco/images/val2017/000000349860.jpg,0,На этом изображении нет грузовика.,"На этом изображении изображен грузовик, но нет скамейки.",На этом изображении изображен грузовик.,На этом изображении скамейка не представлена.,negative
data/coco/images/val2017/000000349860.jpg,0,На этом изображении скейтборд и человек.,"На этом изображении изображена сумочка, но скейтборда не видно.",На этом изображении изображена сумочка,Скейтборда на этом изображении нет.,positive
data/coco/images/val2017/000000180135.jpg,0,На этом изображении изображен человек без машины.,"На этом изображении изображена машина, но нет человека.",На этом изображении присутствует автомобиль.,На этом изображении нет человека.,hybrid
data/coco/images/val2017/000000486438.jpg,0,На этом изображении изображен человек с пончиком.,"На этом изображении стул присутствует, а человека нет.",На этом изображении изображен стул.,На этом изображении нет человека.,positive
data/coco/images/val2017/000000400573.jpg,0,"На этом изображении изображен пончик, но нет сумочки.","В этом образе присутствует сумочка, но нет бублика.",На этом изображении изображена сумочка.,На этом изображении заметно отсутствует пончик.,hybrid
data/coco/images/val2017/000000109798.jpg,0,На этом изображении нет стула.,"На этом изображении изображен стул, но отсутствует пончик.",На этом изображении присутствует стул.,На этом изображении нет пончика.,negative
data/coco/images/val2017/000000370677.jpg,0,"Это изображение не включает сумочку,","Видна сумочка, но на этом изображении нет пончика.",На этом изображении изображена сумочка.,На этом изображении нет пончика,negative
data/coco/images/val2017/000000369370.jpg,0,На этом изображении нет человека.,"На этом изображении изображен человек, но нет обеденного стола.",На этом изображении изображен человек.,На этом изображении нет обеденного стола.,negative
data/coco/images/val2017/000000502737.jpg,0,На этом изображении нет автомобиля,"На этом изображении изображен автомобиль, но отсутствует чашка.",На этом изображении изображен автомобиль.,На этом изображении нет чашки.,negative
data/coco/images/val2017/000000515579.jpg,0,"«На этом изображении не показан автомобиль».  # Изменено, чтобы стать более кратким и понятным.","На этом изображении изображен автомобиль, но нет растения в горшке.",На этом изображении изображен автомобиль.,На этом изображении не видно горшечных растений.,negative
data/coco/images/val2017/000000515579.jpg,0,На этом изображении нет стула.,"На этом изображении есть стул, но нет человека.",На этом изображении присутствует стул.,На этом изображении нет человека.,negative
data/coco/images/val2017/000000515445.jpg,0,На этом изображении нет автомобиля.,"На этом изображении присутствует автомобиль, но нет доски для серфинга.",На этом изображении изображен автомобиль.,На этом изображении нет доски для серфинга.,negative
data/coco/images/val2017/000000173383.jpg,0,"На этом изображении изображен обеденный стол, но нет стула.","На этом изображении изображен стул, но обеденного стола не видно.",На этом изображении присутствует стул.,На этом изображении нет обеденного стола.,hybrid
data/coco/images/val2017/000000173383.jpg,0,На этом изображении изображены нож и обеденный стол.,На этом изображении изображена миска без ножа.,На этом изображении изображена чаша.,На этом изображении заметно отсутствует нож.,positive
data/coco/images/val2017/000000438862.jpg,0,На этом изображении присутствуют человек и скамейка.,"На этом изображении изображена сумочка, но нет человека.",На этом изображении изображена сумочка.,На этом изображении нет человека.,positive
data/coco/images/val2017/000000180560.jpg,0,"На этом изображении виден торт, но нет стула.","На этом изображении есть стул, но нет торта.",На этом изображении присутствует стул.,На этом изображении нет торта.,hybrid
data/coco/images/val2017/000000039956.jpg,0,"На этом изображении присутствует стул, но нет обеденного стола.","На этом изображении изображен обеденный стол, но нет стула.",На этом изображении изображен обеденный стол,На этом изображении не видно стула.,hybrid
data/coco/images/val2017/000000321214.jpg,0,На этом изображении нет обеденного стола.,"На этом изображении изображен обеденный стол, без присутствия человека.",На этом изображении изображен обеденный стол.,На этом изображении нет человека.,negative
data/coco/images/val2017/000000474028.jpg,0,На этом изображении изображен спортивный мяч и человек.,"На этом изображении присутствует автомобиль, но нет спортивного мяча.",На этом изображении присутствует автомобиль.,На этом изображении нет спортивного мяча.,positive
data/coco/images/val2017/000000355257.jpg,0,На этом изображении нет обеденного стола.,"На этом изображении изображен обеденный стол, но на сцене нет ни одного человека.",На этом изображении изображен обеденный стол.,На этом изображении нет человека.,negative
data/coco/images/val2017/000000063154.jpg,0,На этом изображении сумочки нет.,"В этом образе присутствует сумочка, но нет человека.",На этом изображении изображена сумочка,На этом изображении нет человека.,negative
data/coco/images/val2017/000000199551.jpg,0,На этом изображении изображен человек и кровать.,"Автомобиль присутствует, но человека на этом изображении нет.",На этом изображении изображен автомобиль.,На этом изображении нет человека.,positive
data/coco/images/val2017/000000239347.jpg,0,На этом изображении нет сумочки.,"На этом изображении изображена сумочка, но в комплект не входит галстук.",На этом изображении изображена сумочка.,На этом изображении нет галстука,negative
data/coco/images/val2017/000000514508.jpg,0,На этом изображении нет автомобиля.,"На этом изображении изображена машина, но нет телевизора.",На этом изображении изображен автомобиль.,На этом изображении нет телевизора.,negative
data/coco/images/val2017/000000473237.jpg,0,На этом изображении нет автомобиля.,"На этом изображении изображена машина, но нет стула.",На этом изображении изображен автомобиль.,На этом изображении нет стула.,negative
data/coco/images/val2017/000000228144.jpg,0,«На этом изображении нет чаши».,На этом изображении изображена миска без стула.,На этом изображении присутствует чаша.,На этом изображении нет стула.,negative
data/coco/images/val2017/000000206027.jpg,0,На этом изображении изображен обеденный стол и бутылка.,"На этом изображении присутствует стул, но нет обеденного стола.",На этом изображении изображен стул.,На этом изображении нет обеденного стола.,positive
data/coco/images/val2017/000000078915.jpg,0,"На этом изображении изображен человек, но не сумочка.","На этом изображении изображена сумочка, но на ней нет человека.",На этом изображении изображена сумочка.,На этом изображении не видно ни одного человека.,hybrid
data/coco/images/val2017/000000551215.jpg,0,На этом изображении изображен человек без стула.,"Стул присутствует, но на этом изображении нет человека.",На этом изображении изображен стул,На этом изображении нет человека.,hybrid
data/coco/images/val2017/000000544519.jpg,0,На этом изображении изображены зубная щетка и человек.,"На этом изображении присутствует стул, но нет зубной щетки.",На этом изображении изображен стул.,На этом изображении нет зубной щетки.,positive
data/coco/images/val2017/000000096493.jpg,0,На этом изображении нет автомобиля,"На этом изображении изображена машина, но нет человека.",На этом изображении изображен автомобиль,На этом изображении нет человека.,negative
data/coco/images/val2017/000000023899.jpg,0,На этом изображении изображен человек без машины.,"На этом изображении изображена машина, но нет человека.",На этом изображении изображен автомобиль.,На этом изображении нет человека.,hybrid
data/coco/images/val2017/000000340175.jpg,0,"На этом изображении присутствует яблоко, но нет человека.","На этом изображении присутствует человек, но нет яблока.",На этом изображении изображен человек.,На этом изображении яблока нет.,hybrid
data/coco/images/val2017/000000340175.jpg,0,"На этом изображении присутствует растение в горшке, но нет чаши.","На этом изображении присутствует миска, но нет растения в горшке.",На этом изображении изображена чаша.,На этом изображении нет горшечных растений.,hybrid
data/coco/images/val2017/000000340175.jpg,0,На этом изображении изображены книга и диван.,На этом изображении изображена миска без книги.,На этом изображении изображена чаша.,На этом изображении не изображена книга.,positive
data/coco/images/val2017/000000340175.jpg,0,На этом изображении нет чаши.,"На этом изображении показана чаша, но без скамейки.",На этом изображении изображена чаша.,На этом изображении скамейки нет.,negative
data/coco/images/val2017/000000578500.jpg,0,На этом изображении нет чашки.,На этом изображении изображена чашка без вазы.,На этом изображении изображена чашка.,На этом изображении вазы нет.,negative
data/coco/images/val2017/000000578500.jpg,0,"На этом изображении присутствует стул, но нет человека.","На этом изображении есть человек, но стула нет.",На этом изображении изображен человек.,На этом изображении нет стула.,hybrid
data/coco/images/val2017/000000366141.jpg,0,На этом изображении нет книги.,"На этом изображении изображена книга, но нет телевизора.",На этом изображении изображена книга.,На этом изображении нет телевизора.,negative
data/coco/images/val2017/000000366141.jpg,0,На этом изображении не показан обеденный стол.,"На этом изображении изображен обеденный стол, но отсутствует стул.",На этом изображении виден обеденный стол.,На этом изображении нет стула.,negative
data/coco/images/val2017/000000057597.jpg,0,На этом изображении изображены скамейка и грузовик.,"На этом изображении изображен автобус, но нет скамейки.",На этом изображении изображен автобус.,На этом изображении скамейка не показана.,positive
data/coco/images/val2017/000000057597.jpg,0,На этом изображении нет сумочки.,"На этом изображении изображена сумочка, но спортивного мяча не видно.",На этом изображении присутствует сумочка.,На этом изображении нет спортивного мяча.,negative
data/coco/images/val2017/000000057597.jpg,0,"На этом изображении изображен рюкзак, автобуса не видно.","На этом изображении изображен автобус, но нет рюкзака.",На этом изображении изображен автобус.,На этом изображении рюкзака нет.,hybrid
data/coco/images/val2017/000000559842.jpg,0,"На этом изображении стул присутствует, а обеденный стол — нет.","На этом изображении есть обеденный стол, но нет стула.",На этом изображении изображен обеденный стол.,На этом изображении нет стула.,hybrid
data/coco/images/val2017/000000559842.jpg,0,На этом изображении нет обеденного стола.,На этом изображении изображен обеденный стол без спортивного мяча.,На этом изображении изображен обеденный стол.,На этом изображении нет спортивного мяча.,negative
